,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
1594,a,439,585,226,213,183,256,269,259,241,269,129,97,164,49,105,78,107,149,15,13,13,13,13,11,13,10,39,36,44,45,3,6,43,47,36,51,30,3,0,14,32,0,0,0,0,0,0,0,0,21250,19650,16960,16465,19170,21520,21420,21165,22185,20145,20400,22245,22620,21855,22245,23205,0,0,0,0,0,0,0,0,18360,18360,15810,13260,14025,16575,18105,18105,0,0,0,0,0,0,0,0,14280,14025,12240,9690,9193,10991,13273,14280,0,0,0,0,0,0,0,0,14320,16065,17874,18177,18432,18894,17380,14870,0,0,0,0,0,0,0,0,25500,25245,23757,22056,22353,23841,25032,25500,1530,510,0,255,990,1725,2010,2040,21420,20655,21343,20934,18817,18052,20424,22363,21675,21930,20145,19125,20655,21930,21165,20655,9435,9945,9818,8289,5867,4592,5994,8288,13701,17232,18360,18360,17542,15141,11973,10843
1595,a,475,549,309,166,185,290,301,272,218,301,147,162,107,59,91,94,102,188,15,16,16,14,15,16,16,26,44,42,35,55,26,39,42,10,24,18,55,0,0,3,56,6885,5626,3347,2056,3060,5100,6630,7140,22695,20910,21420,23205,24225,24480,24480,24225,521,133,255,1020,1785,2040,1785,1153,0,0,0,0,0,0,0,0,21165,22440,21930,19966,19863,21648,22006,20910,5100,5100,4080,1785,255,1275,3825,5100,5100,6375,8925,10200,10200,10200,8925,6375,0,0,0,0,0,0,0,0,16320,16830,19380,21165,21165,20910,20145,18105,12240,11925,10020,7410,7155,9255,11415,12240,259,1785,4080,5100,5100,5100,3829,1283,0,0,0,0,0,0,0,0,15870,16320,15810,13830,10635,9165,11205,14205,18282,21234,22293,22440,22185,20763,17664,15987,24990,24225,24480,25245,25004,24267,24522,25259,25245,25321,24708,24453,25066,25500,25245,24990
1596,a,555,469,299,256,230,325,369,313,306,369,141,158,184,72,99,131,193,132,20,20,19,19,20,18,18,9,47,60,25,53,36,54,15,37,48,51,48,0,0,28,44,0,0,0,0,0,0,0,0,22440,20145,18105,18105,20655,22950,23460,23460,13005,11475,14025,17340,18360,18360,17850,16065,0,0,0,0,0,0,0,0,19380,18615,15810,13260,14025,16575,18615,19380,3315,5610,6885,7140,7140,6213,3756,2133,20400,21675,24225,25500,25500,25500,24225,21675,0,0,0,0,0,0,0,0,25184,25263,25421,25500,25500,25500,25421,25263,22438,21669,19128,17365,19152,21684,22440,22440,21180,21850,24225,25500,25500,25500,24655,22710,9454,7181,5638,5367,7133,9661,10949,10965,11462,12240,11934,10799,8478,6527,7088,9396,4371,7152,8160,8160,7166,4668,2385,2102,22440,22440,21930,20145,17434,16602,19152,21769,19830,22165,23205,23460,23205,22165,19830,18280
1597,a,414,610,229,185,194,220,280,228,261,280,123,106,130,55,103,91,128,92,18,16,13,19,19,20,18,27,38,41,17,50,4,28,24,26,49,50,5,0,0,9,46,6885,5844,3783,2274,3069,5118,6639,7140,21851,22458,22968,23126,21928,20141,19633,20655,8051,6865,6810,8135,10455,11966,11498,9848,0,0,0,0,0,0,0,0,17595,19380,19890,18870,19125,20400,19890,17850,0,0,0,0,0,0,0,0,20480,21150,23454,24587,24516,24762,24234,22185,0,0,0,0,0,0,0,0,16027,15629,18297,20573,20436,20427,20698,18829,3825,2805,1275,641,1792,3446,4080,4080,17340,19125,19635,18503,16749,15617,15474,15953,0,0,255,765,1020,1020,765,255,4845,5100,5100,4590,3060,1785,2295,3825,9702,12499,13260,13260,12240,9694,7152,6901,0,0,0,0,0,0,0,0,21675,19890,20400,21930,21930,21420,22185,22950
1598,a,462,562,245,217,188,274,277,278,258,277,133,112,166,51,99,89,108,166,18,18,17,17,18,14,14,10,41,40,42,52,4,7,49,37,44,60,25,0,0,1,50,0,0,0,0,0,0,0,0,23847,23033,21264,20367,22004,23715,23715,23715,14025,11475,13005,16065,17850,18360,18360,17340,0,0,0,0,0,0,0,0,19125,18615,15810,13260,14025,16575,18360,18870,0,255,765,1020,1020,765,255,0,22440,22185,20400,17850,17340,19125,21420,22440,0,0,0,0,0,0,0,0,15305,16585,19127,20394,20397,20400,19125,16575,0,0,0,0,0,0,0,0,25500,25500,25265,25030,25265,25500,25500,25500,0,0,0,0,0,0,0,0,21165,20910,20655,19125,16320,15300,17850,20655,23564,22752,20816,20306,22242,23819,23460,23205,4335,5100,5355,4335,3060,2413,2786,3688,21675,19635,19380,20655,22185,23205,23460,23205
1599,a,531,493,319,212,219,312,329,304,278,329,164,155,155,57,94,125,147,165,19,18,15,20,20,20,19,19,52,56,37,56,25,17,57,19,48,54,34,0,0,20,37,3060,2550,1275,429,777,1797,2724,3060,24225,23205,23205,23970,24990,25500,25500,25245,2374,932,1246,3002,4561,5100,4845,3992,0,0,0,0,0,0,0,0,23460,22998,20799,18249,18408,20655,22695,23460,1275,1785,2040,1785,1275,765,510,765,20400,21675,24225,25500,25500,25500,24225,21675,0,0,0,0,0,0,0,0,25248,25248,25416,25500,25245,24990,25245,25416,0,0,0,0,0,0,0,0,22023,22139,24063,25361,25500,25500,24990,23576,2295,765,0,510,1785,2805,3060,3060,16320,16320,15810,14025,11220,10200,12750,15555,25045,24480,23715,23970,24990,25500,25300,25100,12638,13941,14252,13742,11901,9833,9323,10598,17853,20656,21420,21348,20194,17628,15187,15022
1600,a,455,569,293,162,181,274,289,244,242,289,148,145,96,66,80,101,157,117,21,20,19,23,21,21,19,45,42,47,14,34,42,47,22,1,17,37,41,0,0,26,40,18288,17124,13809,11403,13005,16065,17850,18360,8727,6281,7811,11022,12854,13260,13260,12089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15555,17085,19380,20400,20400,20400,19125,16575,16320,16320,16065,14535,11475,10200,12750,15555,1020,1020,2805,4590,5100,5100,4335,2550,0,0,0,0,0,0,0,0,22185,21675,22440,22185,20400,20145,22185,23205,18360,17595,14790,12495,13770,16320,17850,18360,12240,11985,14535,16830,17340,17340,16575,14535,7650,6375,4845,4080,5100,6885,7905,8160,3060,3060,3060,2550,1275,510,1275,2550,8925,11475,12240,12240,11475,9435,7140,6630,18360,18360,17850,16065,13260,12240,14790,17595,18105,20910,22185,22440,22440,21675,18870,16575
1601,a,546,478,244,302,224,322,295,376,324,295,97,147,163,139,126,98,143,179,17,17,17,16,15,15,15,1,9,46,41,40,30,30,47,44,13,57,49,41,46,10,42,0,0,0,0,0,0,0,0,14765,12789,9677,8516,11232,14369,15300,15300,20635,22117,21981,21726,21097,19125,17575,18320,17850,15300,16252,18989,20480,20589,20844,20548,0,0,0,0,0,0,0,0,4080,5865,6885,7140,6801,5697,3996,3060,0,0,0,0,0,0,0,0,22185,22695,20910,19125,20145,21930,21930,21420,21818,20527,17261,15174,17326,20657,21883,21930,11220,13005,13260,13260,12495,10455,8415,8670,25245,25500,25245,24735,24480,24735,24990,24990,1275,2550,3060,3060,3060,2550,1275,510,21930,21930,21930,20910,17850,15810,17850,20910,19380,17085,15555,16575,19125,20400,20400,20400,21360,20320,21105,22420,22695,22185,22440,22675,21930,20145,18105,18105,20655,22695,22440,22185
1602,a,484,540,295,189,197,287,317,265,238,317,144,151,132,57,96,101,135,152,18,19,20,16,16,14,15,20,50,52,22,60,21,46,24,16,30,34,52,0,0,3,54,3060,2550,1275,510,1275,2550,3060,3060,25414,24987,24136,23967,24904,25500,25500,25500,1192,1192,3189,5398,6120,6120,5143,2934,0,0,0,0,0,0,0,0,23460,23183,21354,18804,18398,20265,22500,23460,0,0,0,0,0,0,0,0,9226,9782,12286,14025,14280,14280,13260,10965,0,0,0,0,0,0,0,0,21420,21930,24225,25500,25275,25050,24510,22950,16320,15300,11985,9690,11730,14790,16065,16320,10455,11475,14025,15300,15300,15300,14280,11985,0,0,0,0,0,0,0,0,8670,9180,9056,8167,5996,4335,5100,7140,8364,11288,12240,12240,11288,8874,6392,5882,24436,24480,24419,23787,21897,20595,21948,23838,25046,24480,23460,23460,24735,25500,25301,25102
1603,a,686,338,286,400,263,423,361,493,439,361,98,188,210,190,139,124,218,205,18,17,17,19,20,22,22,3,1,48,46,51,29,53,55,61,45,60,44,24,49,57,60,0,0,0,0,0,0,0,0,20612,18453,15947,15455,18081,20732,21420,21420,25281,25062,25281,25500,25500,25500,25500,25500,5367,4339,6375,9180,10200,10200,9694,7917,0,0,0,0,0,0,0,0,2208,2124,2040,1842,1644,1842,2040,2124,12750,11475,9387,7809,8622,10710,12495,13260,20369,21138,23688,25321,25500,25500,24373,21971,20914,18898,15109,12585,14386,18187,20681,21420,21675,23205,23460,23460,23205,22185,20400,19890,25500,25250,24495,23226,21953,21954,23478,24996,25393,25286,25393,25500,25500,25500,25500,25500,22264,22440,22440,21675,18949,16812,18421,21147,25353,25500,25500,25500,25500,25500,25353,25206,17847,19889,20400,20400,19634,17592,15551,15551,25500,25500,25500,25500,25500,25500,25500,25500
1604,a,584,440,336,248,256,328,374,331,330,374,185,151,181,67,124,132,176,152,19,18,17,19,19,20,20,31,57,58,39,60,14,21,56,33,61,64,23,0,0,33,34,9180,8415,6120,4335,5355,7650,8925,9180,25245,24990,25245,25500,25500,25500,25500,25500,11730,8932,9201,11751,14287,15300,15300,14535,0,0,0,0,0,0,0,0,25500,25293,23657,21468,21425,23109,24788,25500,0,0,0,0,0,0,0,0,25500,25500,25500,25500,25500,25500,25500,25500,0,0,0,0,0,0,0,0,25500,25500,25500,25500,25261,25022,25261,25500,2040,1785,1020,255,255,1020,1785,2040,25500,25500,25500,25500,25500,25500,25500,25500,8076,5466,4892,6645,9000,10140,10200,9917,18360,18360,17850,16065,13005,11475,14025,17340,24990,24480,23715,23970,24990,25500,25245,24990,2965,4383,5379,5100,4333,3660,2617,2151,16671,18902,19380,19380,18360,16065,14057,14121
1605,a,558,466,385,173,245,313,381,295,305,381,181,204,111,62,111,134,202,111,20,19,19,21,22,24,24,37,57,55,32,63,40,49,52,11,37,55,8,0,0,43,19,13260,12060,8640,6165,7440,10425,12570,13260,25461,25422,25461,25500,25500,25500,25500,25500,255,255,1020,1785,2040,2040,1785,1020,0,0,0,0,0,0,0,0,25468,25500,24790,23625,23680,24645,25268,25436,15300,15300,14025,11475,10200,11475,14025,15300,12240,11985,14535,16830,17340,17340,16575,14535,0,0,0,0,0,0,0,0,25500,25500,25150,24195,23080,23175,24640,25500,20400,20177,18456,15906,15077,16575,19125,20400,24480,24480,24480,24225,23059,21906,22575,23983,16560,14520,12490,12495,14790,16830,17340,17335,13260,13260,12750,10965,8160,6885,9180,12240,24097,25149,25468,25500,25500,25245,24193,23364,765,1020,1020,765,255,0,0,255,6896,8803,9180,9180,8160,5865,4080,4468
1606,a,513,511,357,156,206,307,333,283,271,333,178,179,81,75,88,118,197,110,24,22,18,23,24,22,20,42,46,44,46,46,52,51,30,0,6,50,25,0,14,52,9,18615,16575,13770,12240,13770,16575,18615,19380,19659,19059,20178,21542,23050,24225,23727,21788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,20400,21675,21930,22185,22185,20400,18105,21420,21420,21077,19881,17808,16843,18661,20822,0,0,0,0,0,0,0,0,2040,1275,765,510,1275,2550,3060,2805,16988,17498,20136,22097,22193,21946,21085,18861,23205,22986,20763,17994,17739,19998,22221,22950,17850,16065,17085,19125,20145,20400,20400,19890,24356,24990,24225,23460,24225,25121,24618,23853,21420,21420,20655,18615,16065,15300,17850,20655,10948,13821,15742,16320,16320,15487,12546,9928,10304,11220,11185,10234,7417,5006,5516,7962,1275,2550,3060,3060,2805,2040,1020,510
1607,a,501,523,318,183,189,312,303,295,232,303,143,175,107,76,78,111,164,148,15,14,14,15,15,15,16,18,47,47,31,57,34,45,39,3,21,23,60,0,9,49,18,3060,2550,1275,277,321,1341,2572,3060,24225,23460,23970,24735,25245,25500,25500,25245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22893,22846,20655,18105,18105,20145,22081,22638,10200,10200,8993,6354,4442,4982,7689,9788,4005,4590,7140,8925,9180,9105,7935,5640,279,12,0,0,255,765,1020,777,17013,17049,19380,21165,21417,21414,20652,18834,16320,15300,11985,9435,11220,14535,16065,16320,0,1275,3825,5100,5100,5100,3825,1275,23205,22950,20910,19125,20145,22185,22950,22950,14025,14280,14025,12750,9945,7905,9435,12495,15045,17595,18360,18360,17827,15996,13446,12727,25500,25500,25500,25500,25500,25500,25500,25500,4295,6600,7895,8160,7994,7053,4904,3275
1608,a,580,444,386,194,253,327,388,326,326,388,192,194,107,87,100,153,222,105,22,21,19,23,23,24,24,40,53,54,45,55,47,54,38,5,35,57,10,0,18,57,12,15810,14280,11730,9945,11113,13811,15703,16320,23205,22695,23715,24735,25245,25500,25245,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24480,25245,24699,23352,23316,24372,24699,24225,16065,16770,15630,13785,12327,11766,12906,14607,9863,9353,12306,15407,16320,16320,15407,12816,3825,2550,1785,1785,3060,4590,5100,4845,21920,22305,24350,25500,25500,25500,24860,23325,22440,21930,19635,17340,18105,20400,21930,22440,25500,25500,25500,25245,24225,23460,24225,25245,25245,25500,25245,24990,25245,25500,25245,24990,21420,21420,20655,18615,16065,15300,17850,20655,16944,19869,21158,21420,21300,20295,17370,15188,837,1020,1020,765,255,0,72,399,2511,4407,5100,5100,4407,2766,1308,1053
1609,a,497,527,308,189,188,309,313,292,229,313,154,154,134,55,86,102,131,178,13,14,15,15,15,15,15,13,46,48,47,56,25,30,43,17,31,32,54,0,0,21,34,1020,765,255,0,42,339,807,1020,25002,24516,23253,22731,23727,24480,24480,24735,2108,2108,4131,6392,7140,7140,6137,3876,0,0,0,0,0,0,0,0,20400,19743,17154,14457,14712,17154,19488,20400,6969,6658,4429,1417,152,1144,3712,6043,9507,9021,11802,14814,16065,16320,15300,12519,0,0,0,0,0,0,0,0,20148,21591,24094,25238,25369,25416,23973,21339,8160,7168,4419,2407,3172,5439,7423,8160,10200,11475,14025,15300,15300,15300,14025,11475,4590,3315,2040,1785,3060,4590,5100,5100,22440,22185,22309,21027,18732,18229,20655,22695,19125,21675,22185,21930,22185,21675,19125,17340,23205,22185,22695,23970,24225,23970,24225,24225,14700,18245,19380,19380,19010,17250,13820,12035
1610,a,561,463,296,265,237,324,329,346,318,329,152,144,179,86,101,136,133,191,18,18,18,18,18,19,18,9,46,50,47,55,20,11,58,35,54,59,31,2,16,13,55,0,0,0,0,0,0,0,0,22950,21420,19125,18360,20655,22950,23460,23460,7395,5865,8160,11220,12240,12240,11985,10455,0,0,0,0,0,0,0,0,18360,17520,14565,11685,12129,14943,17454,18360,3315,5610,6885,7140,7140,6198,3726,2118,24480,24480,24225,23205,21165,20145,21930,23970,0,1275,3825,5100,5100,5100,3825,1275,22436,23712,24499,24285,24540,25265,24479,22692,0,0,0,0,0,0,0,0,24480,24225,22950,21675,22440,23970,24480,24480,0,0,255,765,1020,1020,765,255,22440,22440,22185,20910,18105,16575,18870,21675,25245,25500,25500,25500,25500,25500,25245,24990,7905,9690,9945,9180,7905,6360,5325,5850,25500,25500,25500,25500,25245,24990,25245,25500
1611,a,597,427,296,301,277,320,366,337,371,366,156,140,188,113,138,139,182,138,20,19,20,19,20,19,21,20,57,60,19,61,11,29,39,51,52,63,22,6,19,30,58,3060,2550,1275,510,1275,2550,3060,3060,25243,24927,24813,24817,25188,25500,25500,25500,21645,19033,18929,20979,23398,24480,24480,23960,0,0,0,0,0,0,0,0,24480,24225,22440,20139,20382,22422,23964,24480,1215,2448,3012,3060,3060,2550,1275,504,21420,21165,19635,17119,15912,17442,20179,21420,864,1478,4080,5865,6120,6120,5048,2649,25500,25500,25472,25161,24368,24141,24962,25500,3148,2112,1155,1171,2295,3570,4080,3825,25500,25500,25245,24990,25245,25500,25500,25500,7156,7666,10467,12754,13260,13260,11989,9192,5865,6120,6120,5355,3315,2040,3060,4845,19125,20400,20400,20400,19125,16575,15300,16575,2295,3570,3825,3315,3060,2550,1530,1275,25500,25500,25500,25500,25500,25500,25500,25500
1612,a,555,469,300,255,217,338,325,338,306,325,157,143,174,81,106,111,165,173,19,19,19,19,20,19,18,20,52,50,35,58,9,23,53,28,50,60,36,0,0,32,49,3060,2550,1275,510,1167,2334,2952,3060,25285,24600,23365,22815,24010,25245,25500,25500,7640,6365,8588,11706,13058,13260,12620,10575,0,0,0,0,0,0,0,0,24480,24111,22098,19514,19419,21573,23681,24480,140,535,905,1020,1020,765,255,0,20607,21675,24225,25500,25500,25500,24432,22089,0,0,0,0,0,0,0,0,21420,21930,24225,25500,25245,24990,24480,22950,3060,2550,1275,335,495,1515,2630,3060,25500,25500,25500,25500,25500,25500,25500,25500,11761,10063,8278,7370,8757,11164,12750,12949,16103,16320,15810,14025,11220,9983,12099,14904,24225,25245,25500,25500,25500,25245,24225,23460,12495,13005,12553,10374,7627,6645,8665,11316,22965,24400,25245,25500,25500,25165,23730,22375
1613,a,404,620,251,153,149,255,238,246,189,238,130,121,102,51,75,74,89,166,13,11,12,10,11,10,12,19,39,34,38,50,10,17,44,6,25,28,43,0,0,10,41,3060,2550,1275,510,1020,2040,2805,3060,23715,23205,23205,23970,24480,23970,23460,23715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19232,20544,19343,17085,17340,19379,19851,18758,0,0,0,0,0,0,0,0,6009,7555,10567,12782,13260,12527,9786,6758,0,0,0,0,0,0,0,0,10398,11475,14025,15300,15300,15300,14223,11871,1020,765,255,0,0,255,765,1020,7204,7714,10503,12766,13260,13260,12001,9228,765,255,0,0,255,765,1020,1020,20145,19380,19355,18285,15965,15200,17775,20375,21929,21918,20109,19077,20873,22680,22181,21417,21165,19890,20910,21675,20145,19125,20910,22440,19890,20910,19890,18870,20145,21420,20145,18870
