,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
65,1,648,376,187,461,364,284,349,456,484,349,44,143,253,208,143,221,151,133,21,22,22,22,21,21,20,0,41,3,0,22,64,34,23,62,64,64,63,59,52,50,47,0,0,0,0,0,0,0,0,12911,11207,7834,5569,7107,10494,12678,13260,36623,36174,35312,35154,36113,36720,36720,36720,34903,33054,33277,34839,36178,36720,36720,36465,26569,23862,20432,19339,22098,25139,26529,27288,36720,36720,36704,36688,36704,36720,36720,36720,36720,36720,36720,36720,36720,36720,36720,36720,27636,29907,33708,36226,36720,35732,32226,28425,0,0,0,0,0,0,0,0,17340,16925,14972,11801,9507,10225,13803,16671,36720,36720,36720,36720,36720,36720,36720,36720,25892,26681,30918,35296,36720,35790,32400,28163,0,0,0,0,0,0,0,0,14025,13818,11771,8808,6920,7278,9986,12798,36720,36720,36720,36720,36540,36360,36540,36720,25442,28825,32259,34298,34086,31759,27357,24262
66,1,553,471,119,434,319,234,279,381,466,279,38,81,246,188,158,161,120,114,20,19,19,22,22,23,23,16,22,0,0,44,27,8,2,63,64,64,55,35,48,48,57,7223,4839,2627,2489,4818,7340,8160,8160,27540,24827,21696,21023,24246,27632,28560,28560,36720,36720,36465,36210,36465,36720,36720,36720,16750,16256,18603,21448,22966,23460,22165,19320,9945,11220,11220,10965,8925,5865,5100,7140,8160,9945,10200,10200,8925,6120,4335,5355,36720,36720,36720,36720,36720,36720,36720,36720,24357,25641,28701,30477,30600,30600,29070,26010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36720,36720,36720,36720,36720,36720,36720,36720,24508,26010,29070,30600,30600,30600,29098,26066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35445,35700,35258,33864,31382,30039,31943,34425,33932,34509,35529,36493,36454,35667,34381,33627
67,1,517,507,107,410,301,216,272,380,402,272,30,77,247,163,141,160,110,106,17,18,18,17,17,19,17,4,26,0,0,25,27,14,11,55,64,64,64,57,43,32,31,0,0,0,0,0,0,0,0,11328,8818,6024,5734,8748,11548,12240,12240,34170,32630,30315,29540,31845,34160,34680,34680,32045,32748,34739,36318,36671,36684,35337,33042,14025,15300,15045,14280,11985,9180,8925,11220,9483,12511,13260,13260,11976,8914,6141,6175,36720,36720,36720,36720,36720,36720,36720,36720,20925,23280,26205,27540,27540,26970,24300,21180,0,0,0,0,0,0,0,0,5100,4754,3133,929,0,1275,3825,5100,36720,36720,36720,36720,36720,36720,36720,36720,12240,13770,16830,18360,18360,18360,16830,13770,0,0,0,0,0,0,0,0,3825,3570,2295,1275,1020,1275,2040,3060,36720,36720,36720,36720,36720,36720,36720,36720,13081,15097,18223,20145,20019,18563,15645,13163
68,1,479,545,327,152,213,266,298,288,240,298,82,245,114,38,92,121,82,184,20,20,20,18,18,18,15,16,37,0,29,63,62,56,64,13,22,26,53,0,0,0,38,6120,5355,3315,2040,3315,5355,6120,6120,36628,36492,36241,36078,36421,36720,36720,36720,0,936,3147,4761,5100,5016,3657,1191,0,0,0,0,0,0,0,0,22185,23420,23013,22260,20357,17736,17241,19380,36720,36720,36562,36246,35925,35920,36399,36720,5448,6329,9528,11846,12240,12240,10710,7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36720,36720,35190,32130,30692,32314,35282,36720,8686,10505,14394,17548,18360,17276,13578,9689,0,0,0,0,0,0,0,0,20968,18450,15790,14686,15222,16549,18870,21165,36720,36720,36720,36720,36720,36720,36720,36720,30220,28305,28305,30090,31854,32473,31989,31500,26439,25251,24729,26514,28593,28122,26421,26295
69,1,334,690,207,127,131,203,198,227,176,198,35,172,97,30,70,61,53,150,12,10,10,13,12,13,13,4,1,0,30,45,36,37,54,21,24,16,36,0,0,0,30,770,265,5,0,0,255,765,1020,27285,25755,22185,20145,22950,26520,27540,27540,3585,4530,7395,9690,10200,9885,7920,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18615,19125,18105,15045,12750,13770,16830,18360,6120,7650,10710,12240,12240,12240,10710,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22440,22185,20145,17085,16320,18360,21165,22440,238,2006,4828,6120,6120,5865,4080,1275,0,0,0,0,0,0,0,0,16830,13770,11985,13005,15810,17595,18105,18360,32640,32118,30054,28257,29277,31329,32373,32640,21420,19890,18615,20400,22002,20616,18831,19962,19848,18856,18105,19890,21420,19876,18063,18814
70,1,272,752,203,69,102,170,164,170,130,164,41,162,39,30,56,46,35,135,12,12,10,13,11,11,10,6,5,0,30,50,41,32,39,0,0,3,36,0,0,0,30,938,601,173,0,255,765,1020,1020,31366,30340,27775,25727,27264,30083,31365,31620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,1020,1020,765,255,0,0,255,23460,23460,22185,19380,17340,18105,21165,23205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,18360,16830,13770,12240,13770,16830,18360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16830,13770,11985,13005,15810,17595,18105,18360,24380,24180,21785,20765,20833,19726,19348,21675,21675,20134,19602,21897,22939,20910,19380,20655,19890,18870,18105,19890,21420,19890,18105,18870
71,1,542,482,123,419,312,230,265,358,465,265,43,80,239,180,161,151,118,112,19,18,15,18,21,20,23,25,18,0,0,58,22,0,0,61,64,55,59,17,47,63,53,12483,10164,7104,6105,8919,12237,13260,13260,35425,34365,32560,32070,33895,35445,35700,35700,35974,34737,34756,35757,36484,36720,36720,36720,3996,3287,5100,7395,8160,8160,7622,6036,6832,8160,8160,7505,5012,2246,1828,3921,6375,7905,8160,7905,6028,3039,2019,3733,36720,36720,36720,36720,36720,36720,36720,36720,23502,23394,26685,29805,30600,30600,29349,26337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36720,36454,34460,31202,29604,31066,34392,36454,36465,36210,36465,36720,36720,36720,36720,36720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36465,36720,36184,35323,34699,34215,34610,35700,29074,31969,34328,35521,35425,34116,30793,28014
72,1,470,554,310,160,203,267,280,284,243,280,102,208,110,50,70,133,105,162,21,21,20,20,18,19,19,8,52,5,37,59,59,35,55,3,22,42,43,0,0,23,27,1020,765,255,0,255,765,1020,1020,35445,34425,34371,35028,36048,36666,36720,36465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33660,32895,30190,28095,29517,32014,33297,33660,35466,35700,35700,35211,33723,32469,32979,34488,3871,4381,7557,9829,10200,10200,9064,6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,18360,17085,14280,12750,14280,17085,18360,16913,16148,18443,21036,22142,22440,21632,19506,10644,7517,7340,9680,13061,15045,15145,13948,26584,24663,21579,19539,20416,22680,25087,26784,33972,36314,36720,36720,35445,32489,30147,30761,24681,27097,27540,27540,26077,22896,20668,21433,12663,15611,16320,16320,14846,11643,9149,9404
73,1,423,601,85,338,269,154,224,290,339,224,35,50,170,168,127,142,77,77,13,14,12,13,13,13,11,0,35,0,0,20,30,0,0,48,32,41,49,59,45,36,28,0,0,0,0,0,0,0,0,8415,6375,4080,3570,5865,8415,9180,9180,30226,27693,25024,25024,27948,30226,30600,30855,34182,34461,35480,36475,36719,36720,35955,34680,24480,24225,21420,20400,21165,20655,20145,21930,12246,15472,16320,16320,15727,13521,10123,9103,17340,17055,14955,11865,11100,13170,16035,17340,22580,24835,28365,30365,30600,29875,26895,23365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,24990,22440,19380,19125,21420,24225,25500,15300,17340,20145,21420,21420,21165,19125,16065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33660,33055,30454,27067,25421,26421,29927,32919,10746,12603,15408,17121,17337,16821,14271,11217
74,1,339,685,190,149,130,209,187,233,190,187,34,156,120,29,74,56,59,150,12,12,12,11,13,12,10,5,0,0,29,52,32,28,44,17,24,31,48,0,0,0,29,1661,1258,731,238,0,255,896,1537,33975,33322,31116,30013,30921,31462,31860,33075,1020,1530,4335,6630,7140,7140,5865,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,18360,16890,13890,12300,13770,16830,18360,6120,7650,10710,12240,12240,12240,10710,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,15177,13533,10359,8196,8961,12267,14799,11616,12513,15696,17982,18360,18360,16830,13647,0,0,0,0,0,0,0,0,16065,13260,11220,11985,14790,16575,17085,17340,23715,21930,19635,18615,20400,22695,23970,24480,23715,22440,23715,25755,27030,27540,27030,25755,14790,11985,11220,13260,16065,17340,17085,16575
75,1,366,658,281,85,149,217,224,216,164,224,87,194,44,41,76,73,66,151,16,18,18,15,16,15,15,44,26,1,16,32,47,58,57,0,0,0,44,0,0,7,34,28412,27096,23378,20466,22292,26010,28050,28560,13362,12971,15912,18989,20145,20400,19125,16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10818,12037,12037,10882,7890,5021,5419,8224,24099,24593,28035,30935,31620,31620,30138,26744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33724,33963,35716,36465,35700,35445,35716,34983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9690,8304,6552,5421,5166,5787,7794,9690,35533,36720,36210,35445,35023,34179,32992,33414,26520,28719,28416,28197,27714,25167,22686,23253,17019,19783,20400,20400,19125,16213,13704,13852
76,1,344,680,190,154,167,177,196,203,225,196,29,161,131,23,104,63,64,113,17,15,15,16,15,14,14,29,0,0,0,54,37,29,41,21,26,35,49,0,0,0,23,16250,13560,10685,10175,13085,16065,17120,17340,35037,33201,31008,30661,32507,33925,34680,35445,4845,6375,9180,10965,11220,10965,8925,5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23460,23460,22074,19019,16812,17549,20748,23066,7140,7905,10965,13005,13260,13260,11985,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,16320,14993,12084,9992,10757,13869,16013,14744,15509,18708,21026,21420,21420,20006,16923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22950,21420,18615,16830,18360,20910,22695,23460,26318,26265,27795,29580,30143,29739,28262,26934,14283,12921,11985,13770,15300,13770,12156,13263
77,1,346,678,240,106,142,204,214,219,178,214,53,187,76,30,74,68,56,148,15,14,14,14,15,13,14,11,10,0,32,57,43,40,47,6,15,16,39,0,0,0,30,3060,2550,1275,510,1275,2550,3060,3060,35445,34680,33150,32130,33405,35190,35700,35700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,5734,5865,4969,3177,1385,868,1888,24480,24480,22950,19890,18360,19890,22950,24480,0,1283,4096,5873,6120,6120,4590,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24480,24480,22950,19890,18360,19890,22950,24480,0,1530,4590,6120,6120,6120,4590,1530,0,0,0,0,0,0,0,0,18850,16260,13945,14200,17025,19360,19890,19890,30855,31620,30090,29070,28560,27030,26265,28050,23481,23042,23205,25245,26102,23991,21788,22298,19890,18870,18105,19890,21420,19890,18105,18870
78,1,280,744,201,79,120,160,175,168,149,175,42,159,56,23,78,42,40,120,11,11,11,10,9,9,8,17,2,0,23,49,32,32,46,12,8,8,28,0,0,0,23,8598,6747,4281,3339,5118,7656,8925,9180,30746,30018,27869,26941,28162,29053,29325,30090,0,765,2550,3825,4080,3825,2550,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,18360,16830,13770,12240,13770,16830,18360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19380,19125,17125,13890,12360,13810,17085,19125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10710,7650,6120,7650,10455,11730,11985,12240,26265,25245,22695,20655,21930,24480,26010,26520,10710,7650,6120,7650,10710,12240,12240,12240,10455,7650,6120,7650,10710,12240,11985,11730
79,1,378,646,283,95,170,208,234,209,187,234,82,201,58,37,75,95,62,146,18,20,19,18,17,15,14,30,35,0,17,45,59,47,50,0,1,15,42,0,0,0,37,17340,16236,12753,9864,11139,14538,16746,17340,22935,22501,25786,29327,30493,30600,29248,26034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20964,23357,23607,22842,21129,18803,17394,18092,35700,35445,35955,35700,34680,34680,35955,36465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29580,29580,28528,25914,23364,23428,26520,29070,816,952,2805,4590,5100,5100,4267,2346,0,0,0,0,0,0,0,0,9690,8415,6630,5355,5610,6885,8670,9945,29464,28815,27030,26265,27679,28977,28861,28977,25245,24480,25245,27540,27540,24990,23460,24480,24681,23841,23359,25250,26529,24816,22929,23591
80,1,418,606,230,188,174,244,251,280,237,251,31,199,156,32,88,86,80,164,15,13,14,16,16,15,13,1,1,0,29,44,49,48,58,43,36,32,45,0,0,0,32,0,0,0,0,0,0,0,0,27285,25755,21930,19380,21930,25755,27285,27540,22314,23493,26361,28560,29325,29166,26808,23589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29325,29059,26997,24436,22906,23320,26040,28453,15300,17340,20145,21420,21420,21165,19125,16065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30600,30600,29070,26010,24480,26010,29070,30600,11945,13509,16647,18299,18360,18282,16596,13458,0,0,0,0,0,0,0,0,16830,13770,11985,13005,15555,16830,17340,18105,35700,35349,33627,31746,32256,34137,35349,35700,25195,23836,24601,27057,28483,28047,26695,26034,21114,20471,19924,21455,23040,22130,20184,20206
81,1,546,478,106,440,328,218,278,381,467,278,43,63,225,215,169,159,112,106,18,18,17,19,20,20,20,16,27,0,0,39,24,0,0,59,58,56,52,55,50,56,54,6120,3825,2040,2214,4428,6549,7140,7140,22440,19890,17340,17340,20400,22950,23460,23460,36210,34935,33405,33150,34935,36465,36720,36720,31527,30762,32269,34425,35445,35700,34935,33289,14025,15300,15300,14765,12165,9080,8850,11195,9528,12526,13260,13260,11985,8956,6213,6244,36720,36720,36100,34705,33620,34085,35790,36720,25161,26662,29580,31365,31620,31365,29467,26436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36720,36720,35190,32130,30600,32130,35190,36720,30517,31881,34941,36637,36720,36720,35190,32130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35445,35700,34425,31620,29070,28815,31620,34425,31110,33150,34935,35700,35445,34425,32130,30345
82,1,402,622,81,321,256,146,210,268,350,210,34,47,129,192,127,129,72,74,13,14,12,14,14,15,14,3,31,0,0,26,21,0,0,53,31,24,21,45,46,48,53,0,0,0,0,0,0,0,0,12495,10200,7395,7140,10200,12750,13260,13260,33696,31218,28449,27939,30963,33951,34680,34680,23205,24735,27540,29325,29580,29325,27285,24225,20145,21165,20145,19125,17850,16065,15810,17595,6630,9435,10200,10200,9180,6630,4080,3825,17340,17340,16065,13260,11220,11985,15045,17085,22643,23611,26468,28305,28560,28560,27285,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12240,12240,10710,7650,6120,7650,10710,12240,24480,26010,29070,30600,30600,30600,29070,26010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11985,12240,10710,7431,5208,5754,8523,11001,29178,29871,31875,33405,33660,33405,31911,29943
83,1,389,635,141,248,253,136,252,263,272,252,35,106,170,78,135,118,69,67,10,10,9,9,10,10,9,6,29,0,0,24,18,21,43,49,49,48,24,56,22,0,0,0,0,0,0,0,0,0,0,11269,8768,6169,6120,9180,11730,12240,12240,31324,28750,25765,25568,28611,31127,31620,31875,32697,33509,35190,36465,36720,36314,34737,33056,16365,18205,18105,17503,15534,12637,11554,13213,5766,8467,9180,9180,7702,4491,2248,2758,30600,29619,26127,23106,24597,28089,30090,30600,5731,8751,11332,12240,12240,11005,7515,4822,0,0,0,0,0,0,0,0,10200,9324,6552,4146,4656,7062,9324,10200,24480,27540,29835,30600,30600,29835,26775,23715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28445,28288,26469,23647,22002,22554,25278,27705,5952,7992,10839,12198,12240,11943,9819,6717,0,0,0,0,0,0,0,0
84,1,527,497,187,340,319,208,306,371,371,306,39,148,226,114,152,167,107,101,16,15,15,15,15,16,15,12,27,0,0,28,35,28,57,54,64,64,44,58,41,15,0,3060,1020,0,765,2550,3825,4080,4080,14535,12240,9180,8415,11475,14535,15300,15300,33991,32103,29753,29415,32068,34294,34680,34680,34278,33696,34425,35700,36465,36720,36246,35298,14025,15300,15300,14790,12240,9180,8925,11220,16065,18105,18360,18360,16830,13770,11985,13005,36720,36720,36720,36720,36720,36720,36720,36720,19380,21930,24480,25500,25500,24990,22440,19380,0,0,0,0,0,0,0,0,15300,14535,11475,8415,9180,12240,14535,15300,36720,36720,36720,36720,36720,36720,36720,36720,2040,3570,5355,6120,6120,5610,3825,2040,0,0,0,0,0,0,0,0,35700,35445,34170,32895,33150,33915,34680,35445,22265,26325,28835,29580,29325,27560,23265,20225,0,0,0,0,0,0,0,0
85,1,431,593,108,323,272,159,230,299,325,230,33,75,199,124,150,122,83,76,11,11,11,11,11,11,12,7,26,0,0,32,15,4,24,52,35,60,52,59,46,19,0,765,255,0,0,255,765,1020,1020,17368,14846,12152,11892,14952,17734,18360,18360,32492,31989,30072,29678,31185,31811,31301,31572,34799,33891,34457,35724,36473,36720,36417,35811,14280,16065,16065,15300,13005,10200,9690,11475,3183,5396,6120,6120,5141,2928,1184,1184,21420,20656,17598,14284,14459,17438,20321,21420,23205,26010,28560,29580,29580,28815,25755,22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36720,36465,35190,33915,34425,35700,36465,36720,3491,5802,8224,9180,9180,8288,5595,3220,0,0,0,0,0,0,0,0,14025,13770,11220,8160,7650,9180,11475,13260,28588,31446,33772,34680,34515,33532,30531,27748,0,0,0,0,0,0,0,0
