,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
450,A,569,455,241,328,263,306,355,388,386,355,120,121,117,211,125,138,183,123,17,16,16,17,17,17,16,0,14,46,60,19,53,46,3,49,11,43,14,57,60,48,46,0,0,0,0,0,0,0,0,2805,2040,1020,510,1275,2550,3060,3060,23001,22287,20378,20079,22374,23948,23307,22746,23970,22695,23205,24480,25245,25500,25500,25245,1020,765,255,0,52,359,817,1020,24225,25245,25245,24990,25245,25245,24225,23460,0,0,0,0,0,0,0,0,25500,25500,25500,25500,25500,25500,25500,25500,18360,17862,15591,13041,13272,15555,17595,18360,22695,23205,23460,24480,24441,22833,21048,21126,15555,17085,17340,17340,16320,14025,12495,13260,20400,21675,24225,25500,25500,25500,24225,21675,25500,25500,24883,23904,24052,24924,25393,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20372,21675,24225,25500,25500,25472,24141,21591
451,A,419,605,200,219,181,238,292,254,295,292,77,123,135,84,73,108,152,86,18,14,12,19,19,18,17,0,4,34,39,22,54,46,1,51,42,42,0,0,8,30,46,0,0,0,0,0,0,0,0,4080,3570,2040,765,1020,2295,3570,4080,23189,22428,22946,23970,24990,25500,25241,24468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24480,24133,22419,20634,21328,23205,24225,24480,13436,13867,13357,11317,9356,9435,11475,13005,0,0,0,0,0,0,0,0,10200,9435,6885,4590,5355,7905,9690,10200,20145,21675,22185,22440,21930,20400,18360,18105,20910,19890,18360,18615,19125,17850,17595,19635,7140,6885,9435,11730,12240,12240,11475,9435,21707,23970,23962,23090,22167,20709,19154,19221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23225,22990,22715,21420,19125,18360,20655,22950
452,A,428,596,172,256,177,251,271,297,307,271,70,102,129,127,76,101,155,96,16,14,13,15,16,17,16,0,0,23,47,8,43,50,1,57,32,40,0,11,26,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25245,24480,22950,21930,22950,24480,25245,25500,0,255,1020,1785,2040,2040,1530,510,0,0,0,0,0,0,0,0,17340,16320,13005,10455,11985,15045,16830,17340,6003,7023,6591,4335,3060,3415,4280,5161,5240,6375,8925,10200,10200,10200,9065,6655,4080,3542,1984,737,1020,2295,3570,4080,23970,24990,25245,25500,24735,22950,21420,21930,21987,21779,20655,21675,22950,21472,19588,20254,16284,16575,18870,20910,21420,21165,19854,17778,23460,23746,22023,20238,21196,23205,23715,23205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23823,23568,23434,21999,19959,19998,22440,24091
453,A,370,654,202,168,166,204,274,219,247,274,87,115,104,64,76,90,131,73,9,10,8,12,15,17,18,0,13,33,41,50,29,36,0,26,46,32,0,0,2,30,32,0,0,0,0,0,0,0,0,22884,23608,21675,19380,20145,22078,22374,22012,5751,4467,6375,9180,10200,10200,9822,8301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8415,10455,12495,13260,13260,13005,11220,8670,20628,20373,20238,18534,15992,15605,18270,20616,0,0,0,0,0,0,0,0,10200,9690,7395,4845,5100,7395,9435,10200,16065,17340,17340,17595,17340,15555,13515,13770,9435,10965,11220,11220,10200,7905,6375,7140,6774,6094,9033,12276,13260,13260,12361,9798,21165,22197,21201,19173,19428,21456,21942,20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19289,19890,19380,17504,14517,12896,14426,17322
454,A,400,624,197,203,161,239,279,256,276,279,76,121,128,75,65,96,153,86,15,14,12,17,18,17,16,0,2,31,43,27,46,48,0,38,44,46,0,0,4,28,43,0,0,0,0,0,0,0,0,6120,5471,3547,1901,2295,4080,5610,6120,13614,12443,14790,17850,19125,19380,18563,16419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22185,23205,22440,20910,21420,22950,22695,21675,20400,20400,19461,17073,14604,14349,17073,19716,0,0,0,0,0,0,0,0,8160,7264,4707,2747,3424,5595,7475,8160,21891,21255,21565,22540,23276,23418,22724,22243,23715,23715,22440,22695,23205,21675,20400,21675,6375,5865,8415,10710,11220,11220,10710,8925,22265,23476,23093,21754,22053,23416,23225,21990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22440,22185,22363,21010,18280,17336,19887,22439
455,A,447,577,168,279,229,218,260,358,326,260,70,98,93,186,66,163,131,87,17,18,15,18,20,18,16,4,28,7,31,0,43,38,17,7,47,39,0,55,45,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24229,23217,21181,20157,21934,23970,24480,24480,14581,15806,14981,13158,10628,8642,9208,11792,20400,18360,19125,21165,21420,20655,21165,21930,20139,19526,16764,14872,16509,19018,19888,19884,21356,22122,21614,20085,19320,20100,21134,21117,0,0,0,0,0,0,0,0,12240,11215,8145,5845,7375,10440,11980,12240,13816,15045,15300,14581,12378,10129,9874,11613,20400,21675,23970,24990,25245,25500,24225,21675,14025,15300,15300,15045,13260,10710,9945,11475,4869,7318,8160,8160,7573,5889,3772,3007,0,0,0,0,0,0,0,0,15444,16863,19269,20400,20400,20400,19125,16575
456,A,423,601,187,236,182,241,272,286,308,272,68,119,121,115,66,116,152,89,15,12,10,15,17,18,19,0,0,24,44,25,47,46,1,41,45,35,0,0,24,47,44,0,0,0,0,0,0,0,0,5100,4590,2805,1020,1020,2550,4335,5100,13197,11334,14016,17802,19251,19380,18864,16812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20400,19659,16902,14127,14394,16920,19410,20400,14280,14280,13515,11475,9149,8832,11382,13739,2805,1020,1275,3060,4590,5100,5100,4590,3060,2550,1275,510,1020,2040,2805,3060,20232,22129,22440,22440,21930,20400,18304,17937,14025,15300,15300,15300,14224,11873,10399,11475,18615,20400,21930,22440,22440,22185,20655,18615,22993,24162,23949,23406,23870,24276,23394,22362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22438,22436,21418,19125,17085,17085,19635,21930
457,A,439,585,156,283,187,252,266,322,324,266,59,97,131,152,78,109,164,88,15,14,12,15,17,18,16,0,0,22,37,3,38,55,1,54,36,41,0,21,35,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22243,21084,18337,16749,18928,21675,22440,22440,4080,4335,6630,8670,9180,9180,8160,5865,0,0,0,0,0,0,0,0,12240,11033,7599,5117,6641,9882,11792,12240,5575,8070,9745,9945,9435,8215,5775,4300,10635,11535,14280,16065,16320,16320,15105,12420,3060,2550,1275,510,1080,2160,2865,3060,24692,24867,25289,25500,25500,25500,25325,24939,22950,21675,20400,21675,22950,21675,20400,21675,18360,18870,21420,23205,23460,23460,22440,20145,21675,23715,22993,21549,20572,19509,18658,19125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,25500,24225,21675,20299,21372,23922,25399
458,A,390,634,175,215,154,236,257,256,273,257,67,108,124,91,61,93,157,79,14,12,11,16,17,17,16,0,1,28,38,14,44,50,0,47,35,42,0,0,13,37,41,0,0,0,0,0,0,0,0,1020,765,255,0,0,255,765,1020,19125,18360,20400,22440,23205,23460,22950,21420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20562,20475,17913,15618,17106,19890,20709,20307,10200,10200,9435,7395,5100,4845,7395,9690,255,255,1020,1785,2040,2040,1785,1020,6120,5610,3825,2040,2295,4080,5610,6120,24225,25500,25500,25500,24480,22185,20655,21675,19876,21289,21420,21165,19380,16699,15796,17319,12116,11985,14535,16830,17340,17340,16451,14287,21165,22950,22695,21675,21930,22440,21420,20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21165,20910,19980,17355,14640,14385,17355,20490
459,A,507,517,181,326,211,296,306,367,367,306,70,111,171,155,74,137,187,109,16,16,14,18,20,20,20,0,0,35,35,4,45,56,6,56,61,46,8,14,31,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24480,23775,21099,18627,19401,21882,23784,24480,0,642,2304,3702,4080,4080,3060,1020,0,0,0,0,0,0,0,0,16320,15285,11940,9375,10996,14162,15886,16320,23205,24225,24480,24225,23433,22614,22104,22158,8655,8886,11883,14586,15300,15300,14088,11154,11037,9845,6990,4634,5399,8193,10466,11220,24735,25500,25500,25500,25245,24480,23460,23460,19635,21165,21420,21420,20396,18093,16563,17336,21165,21165,23460,25245,25500,25500,24735,22950,17595,19125,19380,18870,16575,14025,13770,15300,255,765,1020,1020,1020,765,255,0,0,0,0,0,0,0,0,0,25500,25500,25500,25500,25500,25500,25500,25500
460,A,432,592,188,244,193,239,300,261,302,300,75,113,179,65,72,121,150,89,20,19,19,19,19,20,16,0,8,39,28,19,52,41,1,53,60,53,13,0,1,17,47,0,0,0,0,0,0,0,0,2040,1785,1020,255,255,1020,1785,2040,25022,24321,24321,24767,25245,25500,25500,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24321,24990,23970,22695,23205,24321,24258,23748,25500,25500,25468,25149,24352,24129,24958,25500,0,0,0,0,0,0,0,0,14280,13547,10806,8256,8957,11475,13515,14280,18615,19125,19380,20400,20400,18870,17085,17085,23205,23460,23205,22695,21675,20655,21165,22440,1020,765,2040,3570,4080,4080,3570,2295,14025,15300,14790,13770,12240,10455,9945,11475,0,0,0,0,0,0,0,0,2040,2040,1785,1020,255,255,1020,1785,20145,19125,20910,22950,23205,22950,22950,22185
461,A,480,544,270,210,288,192,366,230,306,366,188,82,94,116,128,160,122,70,12,12,10,12,11,12,12,29,56,50,53,44,25,13,0,46,41,5,2,9,38,54,15,8415,6375,4335,4335,6375,8160,8925,9180,21145,21360,20065,19830,21400,21930,20400,19890,21675,20655,21165,21930,20655,19125,20145,21930,0,0,255,765,1020,1020,765,255,25500,25500,24225,21675,20400,21675,24225,25500,3825,1275,0,801,2877,4626,5100,5100,10200,7905,5865,5865,8160,9945,10455,10965,13260,13005,15555,17850,18360,18360,17595,15555,25500,25500,24225,21675,20400,21675,24225,25500,2550,3825,4080,4080,3060,1020,0,765,0,0,0,0,0,0,0,0,24225,23970,23715,22440,20655,20655,22695,24225,25500,25500,25193,24834,25089,25448,25500,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515,4945,5100,5100,3825,1275,0,1120
462,A,466,558,271,195,202,264,335,285,307,335,116,155,108,87,79,123,171,93,15,13,11,16,17,19,21,7,19,36,54,58,47,48,2,14,52,42,0,0,5,45,37,0,0,0,0,0,0,0,0,23970,22695,23205,24480,25245,25500,25500,25245,1253,488,1209,2484,3038,3060,3038,2506,0,0,0,0,0,0,0,0,1020,765,255,0,0,255,765,1020,17001,18786,20627,21420,21420,20910,18870,16802,22518,21779,23283,25016,25245,24990,24990,24251,0,0,0,0,0,0,0,0,12240,11730,9435,6885,6929,9013,11264,12240,23488,23460,23460,24480,24508,23034,21532,22014,19065,20380,20400,20400,19196,16697,15311,16495,17144,16276,18894,21683,22440,22440,21862,19941,25500,25215,23625,21810,22095,23685,24990,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,19380,19380,18994,16947,14397,14149,16065
463,A,398,626,171,227,168,230,262,265,279,262,73,98,121,106,64,104,150,80,11,10,7,12,14,13,17,0,0,27,46,8,44,46,0,54,35,32,0,2,25,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24688,24048,23405,22777,23401,24627,25294,25336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18360,17590,14775,12225,13510,16575,18105,18360,5355,6120,6120,4590,3060,2649,3513,4689,4444,4189,6903,9526,10200,10200,9271,6903,5100,4590,3060,1785,2295,3825,4845,5100,21420,23205,23460,23460,22695,20655,18615,18870,14025,15300,15300,15300,14280,11985,10455,11475,18615,18870,21420,23205,23205,22950,22440,20655,22233,23460,23433,22614,23097,24192,23577,22074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19635,20145,18710,16270,13910,13050,14805,17595
464,A,373,651,160,213,142,231,248,252,263,248,65,95,131,82,51,91,150,81,16,14,11,15,17,15,15,0,0,27,38,8,43,44,0,43,45,42,1,0,3,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18997,19284,20623,21930,23205,23938,22599,20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18105,17595,14790,12240,13515,16575,17850,17850,19380,19380,18870,17340,15260,14670,16710,18830,0,0,0,0,0,0,0,0,6120,5610,3825,2040,2295,4080,5610,6120,22794,23252,24069,25193,24480,22185,20655,21368,20655,20655,19125,18870,19380,18360,17340,18615,16320,16065,17850,20400,21675,21420,19635,17595,20455,22377,22504,21675,21930,22494,21391,19734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20596,20037,21469,21930,20145,19125,20704,21822
465,A,414,610,138,276,165,249,240,346,299,240,52,86,109,167,63,102,153,96,12,11,12,13,14,15,14,0,0,11,41,0,24,58,4,33,43,32,1,30,35,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10710,9435,7650,6375,7140,9180,10710,11220,9945,11730,13770,15045,15300,14790,12495,9945,0,0,0,0,0,0,0,0,4080,3570,2040,765,1275,2805,3825,4080,11220,14280,15300,15300,15300,14280,11220,9180,9284,9658,12216,14017,14280,14280,13388,11213,0,0,0,0,0,0,0,0,25152,24984,24138,23460,24225,25245,25413,25239,17340,16830,15300,15810,17340,16830,15300,15810,21420,22950,24735,25500,25500,25500,24225,21930,22440,24225,23970,22950,21675,20145,19125,19890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24981,24726,24320,23061,22623,23715,24990,25412
466,A,434,590,181,253,190,244,278,270,319,278,66,115,134,119,83,107,169,75,16,14,12,15,17,16,16,0,4,35,27,17,49,49,0,59,31,44,0,7,23,41,48,0,0,0,0,0,0,0,0,1020,765,255,0,255,765,1020,1020,25245,24735,24054,23712,24477,25329,25500,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23460,23715,21930,20145,21165,23205,23715,23205,8160,8160,6984,4377,2436,2946,5652,7749,3280,3714,6483,8706,9180,9180,8017,5360,10200,9435,6885,4590,5355,7905,9690,10200,22173,21141,21408,22440,23205,23460,23460,23205,21029,19327,17287,17630,20268,21906,21500,21221,15000,14945,17595,19890,20400,20400,19535,17295,13767,16064,16830,16320,14535,12494,11472,11726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24225,23970,23464,21687,19396,19141,21687,23974
467,A,473,551,243,230,192,281,327,306,314,327,102,141,132,98,68,124,186,95,15,13,12,15,17,18,17,0,9,37,56,31,53,56,1,37,48,47,0,0,14,46,38,0,0,0,0,0,0,0,0,8160,7395,5100,3315,4335,6630,7905,8160,11332,11077,13854,16603,17340,17340,16348,13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23437,24654,24996,24834,25089,25193,24028,22869,22440,22440,22006,20373,17419,15949,18423,21526,987,501,1534,3317,4080,4080,3559,2262,12240,11730,9435,6885,7140,9435,11475,12240,24827,23736,23828,24756,25337,25500,25500,25500,23304,25033,24765,24510,23810,21623,19989,20702,18360,18105,20655,22950,23460,23460,22695,20655,25500,25500,24803,23664,23477,24174,25058,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20674,22954,23460,22617,19656,16522,15850,17547
468,A,380,644,176,204,169,211,259,229,279,259,67,109,117,87,61,108,141,70,15,12,11,15,17,18,18,0,5,37,25,27,48,34,0,34,49,34,0,0,6,36,45,0,0,0,0,0,0,0,0,6120,5610,3825,2040,2295,4080,5610,6120,10965,10200,12750,15555,16320,16320,15555,13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21644,23046,22535,21387,21969,23133,22496,21078,21242,21064,20535,18534,15532,14512,17259,20458,0,0,0,0,0,0,0,0,12240,11475,8670,6120,7140,9945,11730,12240,14025,15300,15300,15300,14280,11985,10455,11475,14025,15300,15300,15300,14025,11475,10200,11475,11475,10965,13515,15810,16320,16320,15810,14025,11936,14714,15810,15335,13799,11786,10213,9923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257,23054,22009,19443,17394,17886,20682,22959
469,A,338,686,174,164,141,197,240,214,233,240,64,110,99,65,61,80,131,66,9,6,6,9,11,15,16,0,2,24,38,32,37,41,0,29,37,33,0,0,4,33,28,0,0,0,0,0,0,0,0,11220,10455,7905,5610,6120,8415,10455,11220,7223,6458,8796,11432,12240,12240,11687,9816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17340,19380,19890,18870,19380,20655,19380,17085,18360,18105,17887,15873,13212,12805,15621,18297,0,0,0,0,0,0,0,0,4080,3570,2040,765,1020,2295,3570,4080,17783,17773,17883,18786,19507,19052,17621,17183,16575,16320,14280,14025,15176,14542,13391,14535,10100,9180,11730,14535,15188,15076,14578,12805,19380,20655,19380,17340,18105,20145,20145,18870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14790,15300,14535,12495,9945,8925,10710,13260
470,A,438,586,211,227,213,225,310,245,311,310,104,107,125,102,84,129,131,94,15,14,12,17,17,18,20,0,16,44,44,35,49,23,0,49,50,26,0,0,14,38,50,0,0,0,0,0,0,0,0,10200,9180,6375,4590,6343,9116,10168,10200,21165,20145,21930,23970,24480,24480,24225,23205,0,0,0,0,0,0,0,0,1020,765,255,0,0,255,765,1020,16911,19437,21014,21420,21420,20910,18639,16217,17340,17340,16495,14373,12664,13252,15549,17083,255,255,1020,1785,2040,2040,1785,1020,17340,16830,14535,11985,11985,14025,16320,17340,6120,7905,8160,8160,7395,5355,3315,3570,5355,6120,6120,5865,4080,1530,1275,3315,13164,12989,15555,17850,18360,18360,17531,15411,24669,25393,24735,23460,23205,23715,23863,23904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25245,24990,24735,23715,22185,21930,23715,25245
